Russian Captions                          Georgian Captions
Маккаби Раанана                           makabi raanana
Ирони Реховот 2                           ironi rexovoti 2
Мезёкёвешди                               meziokioveSdi
Вильнюс                                   vilniusi
Кайсери                                   kaiseri
Динамо Бх                                 dinamo bx
УОР 2                                     uor 2
Буревестник Оренбург                      burevestnik orenburgi
Березина                                  berezina
ЦСКА Киев                                 cska kievi
Огре                                      ogre
Нес-Циона 2                               nes-ciona 2
Тюресе                                    tiurese
Мошонмадьяровар                           moSonmadiarovari
Шико Андебол                              Siko andeboli
Целле                                     cele
Юрмалас Спортс                            iurmalas sportsi
Раднички Кр                               radniCki kr
Хуанферса                                 xuanfersa
Ляонин                                    liaonini
Вендсиссель                               vendsiseli
Маккаби П.-Т.                             makabi p.-t.
Хапоэль К.-О.                             hapoel k.-o.
Охрид                                     oxridi
Пролет 62                                 prolet 62
Радовиш                                   radoviSi
Фоксани                                   foqsani
Тыргу-Жиу                                 tirgu-Jiu
Мексика                                   meqsika
США                                       aSS
Кольстад                                  kolstadi
Релинген                                  relingeni
Уфа-Алиса                                 ufa-alisa
Сычуань                                   siCuani
Байер Дормаген                            baier dormageni
Чиснэдие                                  Cesnedie
УГНТУ-ВНЗМ Уфа                            ugntu-vnzm ufa
Динамо Челябинск                          dinamo Celiabinski
Иониас                                    ioniasi
Хельтон                                   heltoni
Куэнка                                    kuenka
Рейн-Неккар                               rein-nekari
Шёвде                                     Siovde
Севехоф                                   sevehofi
Адрьян Петря                              adrian petria
СК Хоукс                                  sk houqsi
Стяуа Бх                                  stiaua bx
СКА-РГУОР                                 ska-rguor
Витязь Минск                              vitiaz minski
Кишварда                                  kiSvarda
АГУ-Адыиф-2                               agu-adiif-2
Кубань-2                                  kuban-2
Свердловчанка                             sverdlovCanka
Хэйлунцзян                                xeiluncziani
Гуанси                                    guansi
Синьцзян                                  sincziani
Вьетнам                                   vietnami
Загнос Спор                               zagnos spori
Гая                                       gaia
Асомада                                   asomada
КИВС Астана                               kivs astana
КДЮСШ № 3                                 kdusS № 3
Кайсар-КАМ-КГУ-2                          kaisar-kam-kgu-2
Кандыагаш                                 kandiagaSi
Астана                                    astana
Алматы                                    almati
Дрейкиш                                   dreikiSi
Аль-Карама Хомс                           al-karama xomsi
Бальмазуйвароши                           balmazuivaroSi
Аль-Садд Доха                             al-sad doha
Ускюдар                                   uskiudari
Астраханочка-2                            astraxanoCka-2
Ростов-Дон-3-СШ-13                        rostov-don-3-sS-13
Ростов-Дон-3                              rostov-don-3
Анадолу Унив                              anadolu univ
Бангладеш                                 bangladeSi
Петрошими Марун                           petroSimi maruni
Казерун                                   kazeruni
Бейкоз                                    beikozi
ОДТЮ                                      odtu
Хитит Унив.                               xitit univ.
Фэгэраш                                   fegeraSi
Бухарест КСМ                              buqarest ksm
Бухарест КСМ 2                            buqarest ksm 2
Шэньси                                    Sensi
Челябинская обл.-2                        Celiabinskis olqi-2
Волгоградская обл.                        volgogradis olqi
Карлскруна                                karlskruna
Варберг                                   varbergi
Аль-Равда                                 al-ravda
Аль-Хедая                                 al-xedaia
Беларусь (юн)                             belarusi (iun)
Эльблонг                                  elblongi
Филиппины                                 filipinebi
Таиланд                                   tailandi
Спартак Москва                            spartak moskovi
СШОР-5-Университет-2                      sSor-5-universitet-2
Ставрополье-СУОР                          stavropolie-suor
Ростов-Дон-2-УОР                          rostov-don-2-uor
Луч-2                                     luC-2
Ерпен Шиен                                erpen Sieni
Будаёрш                                   budaiorSi
МТК Будапешт                              mtk budapeSti
Зубржи                                    zubrJi
Эльверум                                  elverumi
Пролет-62                                 prolet-62
Трамбле                                   tramble
Саран                                     sarani
Масси Эссонн                              masi esoni
Шаля                                      Salia
Поважска-Бистрица                         povaJska-bistrica
АЛК Варшава                               alk varSava
УЗ Зелёна-Гура                            uz zeliona-gura
Самарская обл.                            samaris olqi
Башкортостан                              baSkortostani
ДГТУ Ростов-на-Дону                       dgtu rostov-na-donu
КГУФКСТ Краснодар                         kgufkst krasnodari
ДВФУ Владивосток                          dvfu vladovostoki
ВГПУ Воронеж                              vgpu voroneJi
Неймеген Унив.                            neimegen univ.
Осло Унив.                                oslo univ.
Сталь Гожув                               stal goJuvi
Клайностхайм                              klainostxaimi
Ханау                                     xanau
Сталь Мелец                               stal meleci
Китайский Тайбэй                          CineTis taibei
Малайзия                                  malaizia
Фёрде                                     fiorde
Фьелхаммер                                fielhameri
Акер                                      akeri
Волда                                     volda
Пакистан                                  pakistani
Глазго                                    glazgo
Южная Корея                               samxreT korea
ЗТР-Буревестник                           ztr-burevestniki
Бакэу                                     bakeu
Фокшани                                   fokSani
Дайдо Стил                                daido stili
Тойота Брэйв Кингз                        toiota breiv kingzi
Тойота Регароссо                          toiota regaroso
Хокурику Блю Тандер                       xokuriku bliu Tanderi
Пипперс                                   pipersi
УоН                                       uon
Бистрица                                  bistrica
Осаки Осол                                osaki osoli
Ганнерс                                   ganersi
Наньюки                                   naniuki
Новая Зеландия                            axali zelandia
Виймси-2                                  viimsi-2
Дьёндьёш                                  diondioSi
Чурго                                     Curgo
Пиньейрус                                 pinieirusi
Расинг-92                                 rasing-92
Амо Альстермо                             amo alstermo
Авиатор-СШОР                              aviator-sSor
ЦСП СДЮСШОР-7                             csp sdusSor-7
Астраханская обл.-2                       astraxanis olqi-2
Московская обл.-2                         moskovis olqi-2
Московская обл.-1                         moskovis olqi-1
Ростовская обл.                           rostovis olqi
Ханам                                     xanami
Енимахалле                                enimaxale
Казхром                                   kazxromi
ДЮСШ №4 Шымкент                           dusS №4 Simkenti
СДЮСШ Алматинская обл.                    sdusS almatis olqi
Адыяман                                   adiamani
МЕК                                       mek
ААББ Риу-Бранку                           aabb riu-branku
Ассермурб                                 asermurbi
Звезда-УОР                                zvezda-uor
Тойота Мотор                              toiota motori
Тойота Блю Фалкон                         toiota bliu falkoni
Тойота Ред Торнадо                        toiota red tornado
Китакуни                                  kitakuni
Омрон                                     omroni
Сони                                      soni
Караганда                                 yaraganda
СДЮСШОР №5 Астана                         sdusSor №5 astana
ДЮСШ №1 Костанай                          dusS №1 kostanai
ТФСЕ-КСА                                  tfse-ksa
Сент Иштван                               sent iStvani
Румыния-2                                 rumineTi-2
Колумбия                                  kolumbia
НСПБ                                      nspb
Рейнджерс                                 reinjersi
Штефан чел Маре Унив.                     Stefan Cel mare univ.
Риека Унив.                               rieka univ.
Порту Унив.                               portu univ.
Гранада Унив.                             granada univ.
Бохум Унив.                               boxum univ.
ГСУ                                       gsu
Биньдинь                                  bindini
Хазянг                                    xaziangi
Фареры                                    fareri
Эльбфлоренц                               elbflorenci
Рапид Бх                                  rapidi bx
Утлейра                                   utleira
Скрея                                     skreia
Добруджа Констанца                        dobruja konstanca
Маломержице                               malomerJice
Слатина                                   slatina
Бузэу                                     buzeu
Слобозия                                  slobozia
Хокксунн                                  xoksuni
Релинген 2                                relingeni 2
Тумба ИФК                                 ifk tumba
Нючёпинг                                  niuCiopingi
Пшемысль                                  pSemisli
ЦСКА М                                    cska m
Жоры                                      Jori
Гуиф                                      guifi
Луч-УОР №1                                luC-uor №1
Инспаед                                   inspaedi
НЮС                                       nus
Динамо-СШОР                               dinamo-sSor
Бакканирс                                 bakanirsi
Вориор                                    voriori
Университет-Нева-2                        universitet-neva-2
Динамо-2-СШОР                             dinamo-2-sSori
Голешов                                   goleSovi
Газена Уничов                             gazena uniCovi
Акбузат Уфа                               akbuzat ufa
Дунаря Брэила                             dunaria briela
Вакунага Леолик                           vakunaga leoliki
Улинзи                                    ulinzi
Шаньси                                    Sansi
Аль-Араби                                 al-arabi
Аль-Араби Эль-Кувейт                      al-arabi el-kuveiti
Аль-Вакра                                 al-vakra
Аль-Вехда                                 al-vehda
Сепахан                                   sepahani
Аль-Араби Доха                            al-arabi doha
Непал                                     nepali
Шри-Ланка                                 Sri-lanka
Голден Вулвз Фукуока                      golden vulvz fukuoka
СК Хокс                                   sk hoksi
Жальгирис                                 Jalgirisi
Реал Николаев                             real nikolaevi
Рюкю Корасон                              riukiu korasoni
Спартак-2 Москва                          spartak-2 moskovi
Виктор Ставрополь                         viqtor stavropoli
ЦОР-БГК                                   cor-bgk
СКА-Суворовец                             ska-suvoroveci
МССУОР №2-ЦСКА                            mssuor №2-cska
Политехника Гливице                       politexnika glivice
Катовице Унив.                            katovice univ.
Донские казаки-ЮФУ                        donskie kazaki-ifu
ПО Ополе                                  po opole
АГХ Краков                                agx krakovi
Фридек-Мистек                             fridek misteki
Погонь 1922                               pogon 1922
Осака                                     osaka
Хоккоку Банк                              xokoku banki
Нагоя                                     nagoia
Акбузат Уфа-2                             akbuzat ufa-2
Чеховские медведи УОР №4                  Cexovskie medvedi uor №4
Акбузат-2 Уфа                             akbuzat-2 ufa
Динамо-Синара 2                           dinamo-sinara 2
Динамо-Синара 3                           dinamo-sinara 3
Такамацу Унив.                            takamacu univ.
Дунэря Брэйла-2                           duneria breila-2
Фельдкирх                                 feldkirxi
Эндинген                                  endingeni
Мадейра САД                               madeira sad
Мая-Исмаи                                 maia-ismai
Динамо Панчево                            dinamo panCevo
Кунгэльв                                  kungelvi
Грац                                      graci
Топольчани                                topolCani
Кошице                                    koSice
Копршивнице                               koprSivnice
Нове-Весели                               nove-veseli
Комло                                     komlo
Горенье Веленье                           gorenie velenie
Рийхимяки Кокс                            riiximiaki koksi
БЕСА                                      besa
Сарребург                                 sareburgi
Анжер                                     anJeri
Адемар Леон                               ademar leoni
Ат. Вальядолид                            at. valiadolidi
Пуэнте-Хениль                             puente-xenili
Сисне                                     sisne
Добова                                    dobova
Крка Ново-Место                           krka novo-mesto
Нава                                      nava
Синфин                                    sinfini
ЦСКА-2                                    cska-2
Осака Унив.                               osaka univ.
Фудзи Унив.                               fuZi univ.
Хиросима                                  hirosima
Алан Маре                                 alan mare
Миэ Вайлет Айрис                          mie vailet airisi
Зикстар Токио                             zikstar tokio
Сунгуль-2                                 sungul-2
Хида Такаяма                              xida takaiama
Чхуннам Нац. Унив. Тэджон                 Cxunam nac. univ. tejoni
Корейский Нац. Спорт. Унив.               koreis nac. sport. univ.
Канвон Нац. Унив.                         kanvon nac. univ.
Вонкван Унив.                             vonkvan univ.
Саннес                                    sanesi
Галичанка                                 galiCanka
Решица                                    reSica
Университатя Клуж                         universitatia kluJi
Спартак Киев                              spartak kievi
Берестье                                  berestie
Хайдунанаш                                xaidunanaSi
Гранитас-Карис                            granitas-karisi
Алитус                                    alitusi
Питешти                                   piteSti
Имеди-СТУ Телави                          imedi-stu Telavi
Кутаиси-2015                              qutaisi-2015
Георге                                    george
Штиинца Бх                                Stiinca bx
Луч-РГСУ                                  luC-rgsu
Мукорьо                                   mukorio
Олимпиакос                                olimpiakosi
Фредерисия                                frederisia
Беларусь-2004                             belarus-2004
РЦОР                                      rcor
Дачия Миовени                             daCia mioveni
Александрия КСМ                           aleqsandria ksm
Романья                                   romania
Фонди                                     fondi
Сингапур                                  singapuri
Орадя                                     oradia
Сигишоара ХКМ                             sigiSoara xkm
Графометаль Ла Риоха                      grafometal la rioxa
Гурпеа Бети Онак                          gurpea beti onaki
Эстудиантес                               estudiantes
Сан Фернандо Б                            san fernando b
Урлингам                                  urlingami
Ферро Карриль Оэсте Б                     fero karil oeste b
Горица                                    gorica
Сесвете                                   sesvete
ССП Бухарест                              ssp buqaresti
Дева                                      deva
Байя Маре 2                               baia mare 2
Одорхей Секуйеск                          odorhei sekuieski
Олимпия                                   olimpia
Балонмано Усаб                            balonmano usabi
Мсиг                                      msigi
Зегу Йусеф                                zegu iusefi
МРК Любляна                               mpk liubliana
Шмартно                                   Smartno
Свиш Иванчна Горица                       sviS ivanCna gorica
Кока                                      koka
НЕКА                                      neka
Дабаш                                     dabaSi
Купеле Бойнице                            kupele boinice
Нове-Замки                                nove zamki
Лока                                      loka
Словень-Градец                            sloven gradeci
Римпар                                    rimpari
Эгер-Эстерхази                            eger- esterhazi
Будакалас                                 budakalasi
Млинотест Айдовшчина                      mlinotest aidovSCina
Фюксе                                     fiukse
Барнбах Кёфлах                            barnbax kioflaxi
Фёслауэр                                  fioslaueri
Дубочица Лесковац                         duboCica leskovaci
Академику                                 akademiku
БЭКА                                      beka
Сан Фернандо                              san fernando
Повуа Б                                   povua b
Арсенал                                   arsenali
Порту Б                                   portu b
Модикуш Сандин                            modiSuk sandini
Динамо Сунгуль                            dinamo sunguli
ВГТУ Воронеж                              vgtu voroneJi
Кубань-3-ДЮСШ                             kuban-3-dusS
Сокол Брянск                              sokol brianski
Штутгарт                                  Stutgarti
Кёнхи Унив.                               kionxi univ.
Чосон Унив.                               Coson univ.
Уйдук Унив.                               uiduk univ.
Шербур                                    Serburi
Селеста                                   selesta
Батуми                                    baTumi
Нанси                                     nansi
Кретей                                    kreta
Овалье                                    ovalie
Сьюдад Де Морено                          siudad de moreno
Сан-Карлус                                san karlusi
Сан-Каэтану                               san kaetanu
Ривер Плейт                               river pleiti
Ферро Карриль Оэсте                       fero karil oeste
Аль-Салмия                                al salmia
Аль-Наджма Манама                         al najma manama
СКА-БГУФК Минск                           ska-bgufk minski
Ямагути Банк                              iamaguti banki
Террас Хотелс                             teras hotelsi
Байрру-Жанейру                            bairu-Janeiru
Ассомада                                  asomada
Кагава Банк                               kagava banki
Северная Македония                        CrdiloeT makedonia
Мунис                                     munisi
Бартоломе Митре                           bartolome mitre
Седало                                    sedalo
Хувентуд Унида                            xuventud unida
Замбия                                    zambia
Эртфрендс БМ                              ertfrends bm
Косово                                    kosovo
Каванда                                   kavanda
УПДФ                                      updf
Ндежж Хопперс                             ndeJ hopersi
КИФ Коллинг                               kif kolingi
Нербё                                     nerbio
Мальмё                                    malmio
Кечкемет                                  keCkemeti
Динамо Аст                                dinamo asti
Афганистан                                avRaneTi
Татран Ступава                            tatran stupava
Годонин                                   godonini
Эрд                                       erdi
Балатонфюред                              balatonfiuredi
Цеглед                                    cegledi
Брест                                     bresti
Румерике Рэйвенс                          rumerike reivensi
Цуг                                       cugi
Вашаш                                     vaSaSi
Берген                                    bergeni
Ярослав                                   iaroslavi
Фьелльхаммер                              fielhameri
Сигетсентмиклош                           sigetsentmikloSi
Топличанин Прокупле                       topliCanin prokuple
Рюгер Ставангер                           riuger stavangeri
Касерио                                   kaserio
Сьюдад Де Малага                          siudad de malaga
Хольстебро                                holstebro
ВестеросИрста                             vesterosirsta
Будаи Фаркашок                            budai farkaSoki
Ягодина                                   iagodina
Саннефьорд                                sanefiordi
Архентинос Хуниорс                        arxentinos xuniorsi
Сан-Мигель                                san-migeli
Доррего                                   dorego
Висенте Лопес                             visente lopesi
Мариано Акоста                            mariano akosta
Заглембе Сосновец                         zaglembe sosnoveci
Хапоэль Р.                                hapoel r.
Молде                                     molde
Слога Добой                               sloga doboi
Машека Могилёв                            maSeka mogiliovi
Кишпешт                                   kiSpeSti
Сомбатхей ККА                             sombatxei kka
Сосница Гливице                           sosnica glivice
Потсдам                                   potsdami
Дунаря Браила                             dunaria braila
Алкалоид                                  alkaloidi
Брауншвейг                                braunSveigi
Гуарульюс                                 guaruliusi
Сер Сорокаба                              ser sorokaba
Кильмес Б                                 kilmesi b
Винкуло Ганадеро                          vinkulo ganadero
Михалыджчык                               mixalijCiki
Аль-Даир                                  al-dairi
Аль-Тадамон (Бахрейн)                     al-tadamoni (bahreini)
Хёрдур                                    hiorduri
Афтурельдинг                              aftureldingi
ФХ Хабнарфьордюр                          habnarfiordiuri
Клуб Африкен                              klub afrikeni
Аль-Шарджа                                al-Sarja
Лемвиг-Тюборён                            lemvig-tiuborioni
Балтийская заря                           baltiiskaia zaria
Млади Радник                              mladi radniki
Топличанин                                topliCanini
Харгита                                   xargita
Врилиссия                                 vrilisia
Ионикос                                   ionikosi
Нилюфер Блд                               niliufer bld
Хатай                                     hatai
Роскилле                                  roskile
Хадстен                                   hadsteni
ХИК                                       hik
МК Алжир                                  mk alJiri
ЦСКА-3 М                                  cska-3 m
Насиональ Сан-Жозе                        nasional san-Joze
Аль-Садд                                  al-sadi
Аль-Ахли                                  al-ahli
Потаисса Турда-2                          potaisa turda-2
КСМ Сигишоара                             ksm sigiSoara
Изола                                     izola
Корона Кельце                             korona kelce
АЗС УМКС Люблин                           azs umks liublini
Пари-92                                   pari-92
Сокол Писек                               sokol piseki
Дунайска-Стреда                           dunaiska-streda
Фана                                      fana
Споно Иглс Ноттвиль                       spono igls notvili
Торсланда                                 torslanda
Сённермаркенс                             sionermarkensi
Эйструп                                   eistrupi
Гудме                                     gudme
Бьеррингбро                               bieringbro
ДХГ Оденсе                                dhg odense
Птуй                                      ptui
Веленье                                   velenie
Ялыкавак                                  ialikavaki
Косьцежина                                kosceJina
Салерно                                   salerno
Стружанка                                 struJanka
Железничар Инджия                         JelezniCar injia
Далматинка Плоче                          dalmatinka ploCe
Гёреле Блд.                               giorele bld.
Аль-Ахли Каир                             al-ahli kairi
Гиш                                       giSi
Банк Аль-Ахли                             bank al-ahli
ЖРК Вардар                                Jrk vardari
Спартак Кисела Вода                       spartak kisela voda
Кузман Вардар Илинден                     kuzman vardar ilindeni
Аль-Халидж                                al-xaliji
Боден                                     bodeni
Рунар Саннефьорд                          runar sanefiordi
Нордстранн                                nordstrani
Викинг ТИФ                                viking tif
Маккаби Р.                                makabi r.
Норшелланн                                norSelani
Кикинда                                   kikinda
Наиса Ниш                                 naisa niSi
Амицития Цюрих                            amicitia ciurixi
Зур Арау                                  zur arau
Кобежице                                  kobeJice
Островия                                  ostrovia
Овче Поле                                 ovCe pole
Пелистер                                  pelisteri
Кан                                       kani
Министрос                                 ministrosi
Ула Варена                                ula varena
Сокол Шальчининкай                        sokol SalCininkai
Сынниколау-Маре                           sinikolau-mare
Бузэу 2                                   buzeu 2
Спор Тото Ск                              spor toto sk
Трабзон Блд                               trabzon bld
СК Глайдерс                               sk glaidersi
Хернинг-Икаст                             herning-ikasti
Атлетико Гуардес                          atletiko guardesi
Х71                                       X71
Университатя Крайова                      universitatia kraiova
Константин Бранкузи Тыргу-Жиу             konstantin brankuzi tirgu-Jiu
Лухан                                     luxani
Велес Сарсфилд                            veles sarsfildi
Дефенса и Хустисия                        defensa i xutisia
Мотив Хихон                               motiv xixoni
Бьеловар                                  bielovari
Замет                                     zameti
Айнтрахт Хаген                            aintraxt hageni
Любек-Швартау                             liubek-Svartau
Повуа Варзин                              povua varzini
Альпла ФТ                                 alpla ft
Зальцбург                                 zalcburgi
Брегенц ФТ                                bregenci ft
Спайдерс Вельс                            spaiders velsi
Линтфорт                                  lintforti
Регенсбург                                regensburgi
ИБВ Вестманнаэйяр                         ibv vestmanaeiari
Дуго-Село 55                              dugo-selo 55
Хабитат                                   habitati
Мокнин                                    moknini
Нуасёр                                    nuasiori
ФАНЗ Яунде                                fanz iaunde
Сейхан Блд                                seixan bld
Зейтинбурну                               zeitinburnu
Людвигсхафен                              liudvigsxafeni
Хэнд Торрес                               hend toresi
Сан-Педру ду Сул                          san-pedru du suli
Витория                                   vitoria
ЦХТ Оран                                  cxt orani
МФ Акбу                                   mf akbu
Акбу                                      akbu
Бумердес                                  bumerdesi
Фукуи Блю Тандер                          fukui bliu Tanderi
1875 Клуб                                 1875 klubi
Аль-Джаиш (Ливан)                         al-jaiSi (libani)
Тояма                                     toiama
Акитакада Вакунага                        akitakada vakunaga
Вилья Бальестер                           vilia baliesteri
Кильмес                                   qilmesi
Польворинес                               polvorinesi
Металопластика                            metaloplastika
Бутел Скопье                              butel skopie
Нордхорн-Линген                           nordhorn-lingeni
Альба Фехервар                            alba fehervari
ЯГС Фёслауэр                              igs fioslaueri
ПЛЕР Будапешт                             pler budapeSti
Вечеш                                     veCeSi
БФКА Веспрем                              bfka vespremi
Мезёкёвешд                                meziokioveSdi
Гзира                                     gzira
Аль-Терасанах                             al-terasanaxi
Олимпик                                   olimpiki
Темимьен                                  temimieni
Хорсенс                                   horsensi
Еврофарм Пелистер                         evrofarm pelisteri
Кобург                                    koburgi
Университет Буэнос-Айрес                  universitet buenos-airesi
Страконице                                strakonice
Эль-Маади                                 el-maadi
Эль-Убур                                  el-uburi
Бергише Пантер                            bergiSe panteri
Куновице                                  kunovice
Гавличкув-Брод                            gavliCkuv-brodi
Монголия                                  monRoleTi
Бенфика Б                                 benfika b
Сиштер Алкобаса                           siSter alkobasa
Цент Колежи                               cent koleJi
Гёктюрк                                   gioktiurki
Парнассос Строволу                        pernasos strovolu
Калиш                                     kaliSi
Кошалин                                   koSalini
Саласпилс                                 salaspilsi
Козармишлень                              kozarmiSleni
Панчево                                   panCevo
Металац                                   metalaci
Власотинце                                vlasotince
Смедерево                                 smederevo
Пуэрто-Рико                               puerto-riko
Ризе Блд                                  rize bld
Сакарья                                   sakaria
Квинсленд                                 qvinslendi
Эльче                                     elCe
Рокаса Гран-Канария                       rokasa gran-kanaria
Тулон                                     tuloni
Стад Тунизьен                             stad tunizieni
Эль Менза                                 el menza
Зенит                                     zeniti
АВФ Варшава                               avf varSava
Марковиа Радзымин                         markovia radzimini
МСГ                                       msg
Шпаркассе Швац ФТ                         Sparkase Svac ft
Ван Эрек Бес Йилдиз                       van erek bes iildizi
Эльта                                     elta
Швеса Вильнюс                             Svesa vilniusi
Ломас                                     lomasi
Брюль                                     briuli
Аль-Шамал                                 al-Samali
Аль-Гарафа                                al-garafa
Аль-Духаиль                               al-duhaili
ЦСКА Москва                               cska moskovi
Мсакен                                    msakeni
Хаммам Сус                                hamam susi
Хаммамет                                  hamameti
Гремда                                    gremda
Сканнерборг                               skanerborgi
СКА Львов                                 ska lvovi
КД 4 де Жунью                             kd 4 de Juniu
Эштрела Паласио                           eStrela palasio
Мора Вирей                                mora virei
ФК ду Уиже                                fk du uiJe
Карпаты Ужгород                           karpati uJgorodi
Донбасс                                   donbasi
Измаил                                    izmaili
4 де Жунью                                4 de Juniu
Обра Социал де Максинде                   obra social de maksinde
АМЦК Бий                                  amck bii
МШ Уэд-Тлелат                             mS ued-tlelati
Эль-Уэд                                   el-uedi
Академику Порту                           akademiku portu
Афифенсе                                  afifense
Араракуара                                ararakuara
Каан Като                                 kaan kato
Лимож Унив.                               limoJ univ.
Леон Унив.                                leon univ.
Дуйсбург-Эссен Унив.                      duisburg-essen univ.
Минью Унив.                               miniu univ.
УП Оломоуц                                up olomouci
Унив. Кастилия-Ла-Манча                   kastilia-la-manc univ.
АДХЖ                                      adxJ
Адреча ЖБА                                adreCa Jba
Эсперанса                                 esperansa
Гифу                                      gifu
Оппсал 2                                  opsali 2
Фредрикстад Б                             fredrikstadi b
Нордстранн 2                              nordstrani 2
Хаслум ИЛ                                 haslum il
Эстсиден                                  estsideni
Беларусь-2                                belarusi-2
Охрид-2013                                oxrid-2013
Регулюс Осака                             regulius osaka
Утлейра 2                                 utleira 2
Сельбу                                    selbu
Брэйв Кингз Кария                         breiv kingz karia
Алвамос Осака                             alvamos osak
Сони Блю Сакуя Кагосима                   soni bliu sakuia kagosima
Калифорния Иглс                           kalifornia iglsi
Аль-Кувейт                                al-kuveiti
Бурган                                    burgani
Глория Бистрица                           gloria bistrica
Струга                                    struga
Аист Китая                                aist kitaia
ГрИФК                                     grifk
Порриньо                                  porinio
Бриксен                                   brikseni
Аула Вальядолид                           aula valiadolidi
Феризай                                   ferizai
Лимож                                     limoJi
Понто-Комбо                               ponto-kombo
Курнон-д'Овернь                           kurnon-d'overni
Бийер                                     biieri
Фронтиньян                                frontiniani
Морведре Сагунто                          morvedre sagunto
Репласа Бети Онак                         replasa beti onaki
Норддюрс                                  nordiursi
Шамбре Турень                             Sambre tureni
Стелла Сен-Мор                            stela sen-mori
Самбре                                    sambre
Гарадаг                                   garadagi
Дифферданж                                diferdanJi
Торрелавега                               torelavega
Бергсёй                                   bergsioi
Шарлоттенлунн СК                          Sarlotenlun sk
Аль-Сафа                                  al-safa
Раджа Агадир                              raja agadiri
Аджиджа                                   ajija
Киркос                                    kirkosi
Мечал                                     meCali
Аль-Нур                                   al-nuri
Африка Спортс Абиджан                     afrika sports abijani
Черноморочка                              CernomoroCka
Дортмунд                                  dortmundi
Людвигсбург                               liudvigsburgi
Бени Киар                                 beni kiari
ЭС Сахель                                 es saheli
МОГК                                      mohk
Требьеса Никшич                           trebiesa nikSiCi
ЖРК Феникс                                Jrk feniqsi
Цвиккау                                   cvikau
Кастор                                    kastori
Уэд                                       uedi
НР Хуссайн Дей                            nr husain dei
Гросвалльштадт                            grosvalStadti
Назаре                                    nazare
Спачва Винковцы                           spaCva vinkovci
Бор-РТБ                                   bor-rtb
Ацгерсдорф                                acgersdorfi
Партизан                                  partizani
Халле-Нойштадт                            hale-noiStadti
Буххольц-Розенгартен                      buxolc-rozengarteni
Вайблинген                                vaiblingeni
Золинген-Графрат                          zolingen-grafrati
Вердер Бремен                             verder bremeni
Рёдерталь                                 riodertali
Курпфальц Берен Кеч                       kurpfalc beren keCi
Фафи                                      fafi
Коимбра                                   koimbra
Сисмария                                  sismaria
Алавариум                                 alavariumi
Тарока                                    taroka
Кале Леса                                 kale lesa
Жил Эанеш                                 Jil eaneSi
Жуан ди Барруш                            Juan di baruSi
Урбис Гнезно                              urbis gnezno
ЭОН Орнео Аликанте                        eon orneo alikante
Агустинос Аликанте                        agustinos alikante
ХСГ Барнбах Кёфлах                        hsg barnbax kioflaxi
Вараждин                                  varaJdini
Рудар Самобор                             rudar samobori
Осиек                                     osieki
Трогир                                    trogiri
Логроньо                                  logronio
Синь                                      sini
Малага                                    malaga
Суасо                                     suaso
Эльда                                     elda
Падроенсе                                 padroense
Извиджач                                  izvijaCi
Бомбиньяс                                 bombiniasi
Флорианополис                             florianopolisi
Перола Байя Фарта                         perola baia farta
Бенга                                     benga
Аль-Кадсия                                al-kadsia
Спортинг Луанда                           sporting luanda
Примейру де Агошту А                      primeiru de agoStu a
Медеа                                     medea
Алже Сантр                                alJe santri
Олимпик Махниа                            olimpik maxnia
АТ Сетиф                                  at setifi
Айн-Млила                                 ain-mlila
Уэд Слай                                  ued slai
Баб-эль-Уэд                               bab-el-uedi
НРКГ Алже                                 nrkg alJe
Акрим                                     akrimi
Аль-Шабаб (Сирия)                         al-Sababi (siria)
Нафт Аль-Басра                            naft al-basra
КСМ Констанца                             ksm konstanca
любляна                                   liubliana
эстергом                                  estergomi
будванска ривиера                         budvanska riviera
будучност подгорица                       buduCnost podgorica
алмейда гаррет                            almeida gareti
майнц-05                                  mainc-05
оппенвайлер/бакнанг                       openvailer /baknangi
сканнерборг орхус                         skanerborg orhusi
